id,answer,property_value,bleurt_score
Q5157993,O'Neill,O'Neill,0.9470440745353699
Q7152294,santa monica,santa monica,1.010830044746399
Q13561694,filmmaker and multi-instrumentalist,film director,0.16975906491279602
Q1402293,canada,canada,0.7601901292800903
Q367155,brain tumor,brain tumor,0.9376932382583618
Q240586,"actor, singer",singer,0.47290247678756714
Q5224112,philadelphia eagle,philadelphia eagle,0.9481419920921326
Q7160703,traffic collision,traffic collision,0.9001910090446472
Q12273038,vita zvaigzne,vita zvaigzne,0.9918160438537598
Q21710740,voice,voice,0.4867112636566162
Q260134,grant,grant,0.8498970866203308
Q22662919,screenwriter and actor,actor,0.23927247524261475
Q16773558,old bridge township,old bridge township,0.9594122767448425
Q6529646,minneota,minneota,0.9787082076072693
Q3379009,friend,friend,0.4999402165412903
Q15434762,livesey,livesey,0.9253533482551575
Q204019,dyslexia,dyslexia,0.9364922642707825
Q539333,voice,voice,0.4867112636566162
Q11285319,"january 1, 1985",1985-01-01,0.7123867869377136
Q27553655,2023,+2023-00-00T00:00:00Z,0.10944333672523499
Q155449,eddie murphy,eddie murphy,0.9459864497184753
Q7555529,lo angele,lo angele,1.0596922636032104
Q3426166,american academy of dramatic art,american academy of dramatic art,0.9100037217140198
Q19880668,"june 30, 1982",1982-06-30,0.712745726108551
Q3560425,alfred hemming,alfred hemming,1.0113821029663086
Q1851956,"january 1, 1962",1962-01-01,0.6916196942329407
Q263433,tal,tal,0.7622154355049133
Q16201359,de moine,de moine,0.999522864818573
Q3767300,"Potenza, italy",potenza,0.6102766990661621
Q59450936,"actor, musician, dancer",actor,0.37838196754455566
Q234101,actres and screenwriter,film producer,0.1287795603275299
Q3508016,film director and actor,film director,0.36522626876831055
Q228776,actres,television actor,0.12972226738929749
Q7349238,united kingdom of great britain and ireland,united kingdom,0.46492457389831543
Q28839853,university of jo,university of jo,0.9756120443344116
Q5185875,lankenau,lankenau,0.9539768695831299
Q10324868,singer,singer,0.7661882042884827
Q6168909,actor,voice actor,0.09630686044692993
Q10315513,"alexander Mountbatten, 1st marques of carisbrooke","alexander Mountbatten, 1st marques of carisbrooke",0.9978757500648499
Q5484984,"january 4, 1944",1944-01-04,0.6894649863243103
Q380180,actor and singer,singer,0.30192703008651733
Q5092763,burley,burley,0.9839817881584167
Q6516309,"december 7, 1904",1904-12-07,0.7570845484733582
Q3277683,gough,gough,0.8936583399772644
Q5362406,actres,actor,0.15664337575435638
Q5258237,neath,neath,0.9919868111610413
Q6204850,john myher,john myher,0.9322163462638855
Q22807849,united state,united state,0.9919833540916443
Q463226,"february 27, 1941",1941-02-27,0.7492381930351257
Q22985692,furniture maker,furniture maker,0.8460642695426941
Q6205826,barry foster,barry foster,0.9502951502799988
Q466789,actor,film actor,0.13960686326026917
Q5263331,caine,caine,0.9499180316925049
Q234640,"september 27, 1965",1965-09-27,0.8208039402961731
Q2343406,jenkin,jenkin,0.9582268595695496
Q935167,gonzale,gonzale,1.0301496982574463
Q16090511,"december 20, 1927",1927-12-20,0.8362976908683777
Q6177986,goldstein,goldstein,0.9513464570045471
Q6195431,actor,actor,0.5767977237701416
Q4723534,istanbul,istanbul,0.8914422392845154
Q4768459,"april 22, 1991",1991-04-22,0.7703827619552612
Q11321442,musician,actor,0.10097850859165192
Q4800974,radio personality,radio personality,0.9485573172569275
Q6962690,barnstable,barnstable,1.0410442352294922
Q1097664,drama and music,translator,-0.00216597318649292
Q16209216,actor,actor,0.5767977237701416
Q440728,liverpool,liverpool,0.93565434217453
Q3267868,screenwriter,screenwriter,0.8943785429000854
Q1501439,film and television actor,actor,0.296451598405838
Q5487343,pittsburgh,pittsburgh,0.9497086405754089
Q445630,actres,television actor,0.12972226738929749
Q1402270,eton college,eton college,0.9472927451133728
Q7608255,theatre world award,theatre world award,0.9600126147270203
Q3506794,united state,united state,0.9919833540916443
Q195452,cadell,cadell,0.9756855368614197
Q6024954,actor,television actor,0.1935839205980301
Q16215495,actres and singer,actor,0.22582685947418213
Q23008211,actor,stage actor,0.09086503833532333
Q119198,omaha,omaha,1.0112559795379639
Q2401015,film actor,actor,0.24699276685714722
Q2903749,"june 23, 1962",1962-06-23,0.7225274443626404
Q276621,eastman,eastman,0.925423800945282
Q960391,actor,television actor,0.1935839205980301
Q11219852,united state,united state,0.9919833540916443
Q8076553,"march 25, 1918",1918-03-25,0.7966946959495544
Q3514016,pearce,pearce,1.0591961145401
Q454030,voice,voice,0.4867112636566162
Q23905884,film actor,actor,0.24699276685714722
Q971145,indian river high school,indian river high school,0.9205616116523743
Q21512016,united state,united state,0.9919833540916443
Q9020575,o,o,0.5114407539367676
Q1504763,bucknell university,bucknell university,0.9198347926139832
Q189992,university christian school,university christian school,0.9356920123100281
Q3014966,"denville Township, new jersey",denville township,0.7383596897125244
Q3624275,"january 1, 1870",1870-01-01,0.7537227272987366
Q1794153,film director,film director,0.893515944480896
Q304828,carey,carey,0.9203601479530334
Q4859221,multiple organ dysfunction syndrome,multiple organ dysfunction syndrome,0.9393727779388428
Q16738674,"Birkbeck, university of london","Birkbeck, university of london",0.9545482993125916
Q7148718,television actor,television actor,0.8891075253486633
Q51338664,lo angele,lo angele,1.0596922636032104
Q749526,flinder university,flinder university,0.9684785604476929
Q3538225,phoenix,phoenix,0.9243743419647217
Q6380206,"july 21, 1950",1950-07-21,0.7736862301826477
Q193052,fiba eurobasket mvp,fiba eurobasket mvp,0.9861356616020203
Q6938630,"august 30, 1958",1958-08-30,0.8112653493881226
Q1429376,"january 22, 1911",1911-01-22,0.7746061086654663
Q178010,cerrito college,cerrito college,0.9899146556854248
Q1691135,"july 12, 1983",1983-07-12,0.8127731680870056
Q3241556,adam kaufman,adam kaufman,0.8977029919624329
Q5209722,"january 1, 1991",1991-01-01,0.717193067073822
Q1183800,entertainment industry,radio communication,0.09188646823167801
Q6110541,hall,hall,0.5714793801307678
Q203804,"may 14, 1961",1961-05-14,0.7653419375419617
Q6485409,united state,united state,0.9919833540916443
Q7173968,television actor,actor,0.2646454870700836
Q3958984,actres and model,television actor,0.08408190310001373
Q5362306,"july 25, 1978",1978-07-25,0.8200571537017822
Q16300642,,television actor,-0.01819254457950592
Q5076891,united state,united state,0.9919833540916443
Q3564545,actor,actor,0.5767977237701416
Q9051232,singer,singer,0.7661882042884827
Q7408642,joey lawrence,joey lawrence,1.04439115524292
Q6849950,,film director,-0.02482818067073822
Q7114383,dame alice Owen's school,dame alice Owen's school,0.9482130408287048
Q107933,brentwood,brentwood,0.9859631061553955
Q43874,multifaceted entertainer,film producer,0.07493462413549423
Q6308992,long beach,long beach,0.9034306406974792
Q8008167,atlanta,atlanta,0.9028559327125549
Q1702768,voice actor,voice actor,0.8491813540458679
Q6837075,actres,actor,0.15664337575435638
Q6267108,television actor,television actor,0.8891075253486633
Q1148779,actres,television actor,0.12972226738929749
Q3570220,herbert standing,herbert standing,0.9676337838172913
Q727791,united state,united state,0.9919833540916443
Q18534084,"march 10, 1881",1881-03-10,0.8215377926826477
Q7610311,london,london,0.7344843745231628
Q589849,"may 21, 1990",1990-05-21,0.7933266758918762
Q7605836,sterling brim,sterling brim,0.9898049235343933
Q1139078,denni quaid,denni quaid,1.0479496717453003
Q5431186,honolulu,honolulu,1.0416233539581299
Q452455,cooper union,cooper union,0.9398826360702515
Q273722,"january 26, 1965",1965-01-26,0.7755360007286072
Q276175,kubrick,kubrick,0.9296284914016724
Q10638422,london,london,0.7344843745231628
Q83733,actor,actor,0.5767977237701416
Q16194726,"television actor, screenwriter, voice actor",television actor,0.4179142713546753
Q15995972,elkhart,elkhart,0.9641339182853699
Q455811,women's uneven bar event,gymnastic at the 1984 summer olympic – women's uneven bar,0.2956202030181885
Q5733997,united state,united state,0.9919833540916443
Q6304611,"december 23, 1949",1949-12-23,0.8071641325950623
Q5684618,honley high school,honley high school,0.9342796206474304
Q256738,literary critic,literary critic,0.8784943222999573
Q456199,united state,united state,0.9919833540916443
Q8033169,united state,united state,0.9919833540916443
Q6281174,united state,united state,0.9919833540916443
Q3294128,united state,united state,0.9919833540916443
Q27653347,horace mcmahon,horace mcmahon,0.9558221101760864
Q503007,,received gender affirming surgery,-0.022155597805976868
Q6861198,television actor,television actor,0.8891075253486633
Q3941600,voice,voice,0.4867112636566162
Q708256,vienna,vienna,0.9735085964202881
Q1364128,"may 15, 1955",1955-05-15,0.7702154517173767
Q5441786,"january 24, 1959",1959-01-24,0.7494535446166992
Q153358,voice,voice,0.4867112636566162
Q961336,actor,actor,0.5767977237701416
Q2277837,united state,united state,0.9919833540916443
Q7152201,"september 12, 1915",1915-09-12,0.7911215424537659
Q1338610,actor,television actor,0.1935839205980301
Q1339951,television actor,television actor,0.8891075253486633
Q22695788,steinberg,steinberg,0.9447633624076843
Q15267007,lyricist and songwriter,actor,0.06720422208309174
Q465335,"november 12, 1815",1815-01-01,0.5108932256698608
Q1190156,philadelphia,philadelphia,0.9698807001113892
Q25916669,new bedford,new bedford,0.900787353515625
Q117500,"april 28, 1952",1952-04-28,0.7198722958564758
Q3176415,united state,united state,0.9919833540916443
Q229606,lia vissi,lia vissi,0.9904159903526306
Q4805517,actres,stage actor,0.08603935688734055
Q4679450,united state,united state,0.9919833540916443
Q7612332,"journalist, radio personality, composer, singer",journalist,0.36959385871887207
Q254603,"film actor, singer, and stage performer",film actor,0.4515804052352905
Q944978,film producer,film producer,0.9118699431419373
Q2924936,michigan,michigan,0.9597316384315491
Q7384333,film actor,film actor,0.8629913330078125
Q3395316,south africa,south africa,0.9432326555252075
Q4704371,screenwriter,screenwriter,0.8943785429000854
Q1278227,"january 1, 1940",1940-01-01,0.7083278298377991
Q2835788,huntingdon,huntingdon,0.9396969676017761
Q5364770,actres,film actor,0.08464165776968002
Q467295,prose,prose,0.8224283456802368
Q20993783,william esper studio,william esper studio,0.9731706976890564
Q4762553,saunder,saunder,0.9893292188644409
Q602231,film actor,film actor,0.8629913330078125
Q1494955,white,white,0.728628396987915
Q7365901,nile north high school,nile north high school,0.976033091545105
Q234058,beverly hill,beverly hill,0.9619622826576233
Q5360743,swinton,swinton,1.0036307573318481
Q5702237,"august 16, 1869",1869-08-16,0.8361213803291321
Q7331960,"Mobile, alabama",mobile,0.3195728063583374
Q957063,film actor,film actor,0.8629913330078125
Q451978,florida,florida,0.839749276638031
Q6175460,actor,performing artist,0.1769680678844452
Q20090599,"july 7, 1990",1990-07-07,0.8491846919059753
Q2053698,brooklyn,brooklyn,0.9519419074058533
Q237848,singer and actres,television actor,0.2402612715959549
Q934640,television director,television director,0.878850519657135
Q27880606,salt lake city,salt lake city,0.9667864441871643
Q6249578,morton,morton,0.9805043339729309
Q16231923,south africa,south africa,0.9432326555252075
Q5110081,cranleigh school,cranleigh school,0.9094640612602234
Q7319272,partington,partington,0.9634981751441956
Q434399,music composing,music composing,0.861200749874115
Q6304270,actor and executive producer,actor,0.27151089906692505
Q1073959,california institute of the art,california institute of the art,0.8701213002204895
Q22277553,"Carson, california",carson,0.7874823808670044
Q22687907,"december 8, 2005",2005-12-08,0.8048647046089172
Q23932658,bickford,bickford,0.973457396030426
Q14946797,united state,united state,0.9919833540916443
Q2777836,ronnie carroll,ronnie carroll,0.9724461436271667
Q4776129,the Eclipse: a memoir of suicide,the Eclipse: a memoir of suicide,0.9937428832054138
Q5209775,turner,turner,0.8912670612335205
Q153177,author and screenwriter,novelist,0.2869190573692322
Q5925736,actor,actor,0.5767977237701416
Q16677437,musician and film actor,actor,0.3131377100944519
Q5107627,singer,singer,0.7661882042884827
Q6377230,pacific high school,pacific high school,0.9514170289039612
Q55720613,"june 8, 1845",1845-06-08,0.7321621775627136
Q520138,actor,actor,0.5767977237701416
Q536571,film actor,film actor,0.8629913330078125
Q1086549,william F. buckley Jr.,william F. buckley Jr.,0.9644131660461426
Q357458,basketball player and coach,basketball coach,0.4178916811943054
Q5664095,stage actor,stage actor,0.8314184546470642
Q1971984,filmmaker and writer,actor,0.27096307277679443
Q6282326,san fernando mission cemetery,san fernando mission cemetery,0.9940384030342102
Q7147761,new york city,new york city,0.9141663908958435
Q3439075,"may 2, 1958",1958-05-02,0.7425979971885681
Q6520783,port washington,port washington,0.9511135816574097
Q6418605,actres,stage actor,0.08603935688734055
Q3236676,united kingdom,united kingdom,0.9348112344741821
Q7660212,"june 6, 1961",1961-06-06,0.7186002135276794
Q20974035,united state,united state,0.9919833540916443
Q39992,voice,voice,0.4867112636566162
Q5671454,american jew,american jew,1.032333254814148
Q16007105,"july 24, 1971",1971-07-24,0.7954140305519104
Q538546,charleston,charleston,0.9450774788856506
Q229669,voice,voice,0.4867112636566162
Q48689400,são paulo,são paulo,0.9688389897346497
Q625552,united kingdom,united kingdom,0.9348112344741821
Q2822942,,television actor,-0.01819254457950592
Q7417278,frankfurt,frankfurt,0.9476704001426697
Q6318554,actres and stand-up comedian,comedian,0.1893138289451599
Q2067817,hogan,hogan,0.9741714000701904
Q296729,singer,recording artist,0.0985753983259201
Q22704878,"september 28, 1940",1940-09-28,0.7872702479362488
Q338355,"march 16, 1948",1948-03-16,0.7882895469665527
Q550778,de lancie,de lancie,1.0281504392623901
